STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1342,ACHENKOIL AT THUMPAMON,KERALA,26.00,7.00,7.20,79.00,0.80,0.62,279.00,637.00,2012.00
1443,ACHENKOIL AT CHENNITHULA,KERALA,26.00,6.60,7.00,67.00,1.10,0.53,275.00,670.00,2012.00
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,26.00,6.60,7.30,59.00,0.70,0.57,281.00,541.00,2012.00
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE),PATHANAMTHITTA",KERALA,26.00,6.20,7.30,66.00,0.80,0.55,303.00,609.00,2012.00
2297,ANCHARAKANDY AT MERUVAMBA,KERALA,26.00,7.10,7.00,67.00,1.00,0.34,170.00,538.00,2012.00
2319,ANCHARAKANDY AT MERUVAMBA,KERALA,26.00,7.00,6.70,5341.00,1.10,0.37,158.00,528.00,2012.00
2286,R AYROOR AT AYROOR BRIDGE,KERALA,29.00,6.70,7.30,89.00,1.10,0.35,1163.00,2025.00,2012.00
2331,BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.00,6.20,7.30,136.00,1.00,0.46,296.00,676.00,2012.00
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.00,7.10,8.10,212.00,0.90,0.56,524.00,992.00,2012.00
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,29.00,6.30,6.30,134.00,1.20,0.67,224.00,780.00,2012.00
20,CHALIYAR AT KOOLIMADU,KERALA,26.00,7.30,7.20,76.00,0.60,0.31,468.00,893.00,2012.00
21,CHALIYAR AT CHUNGAPALLY,KERALA,26.00,7.00,7.30,11041.00,0.90,0.29,256.00,503.00,2012.00
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,28.00,6.80,7.10,75.00,0.80,0.50,693.00,1169.00,2012.00
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,29.00,7.40,7.20,61.00,0.70,0.11,54.00,255.00,2012.00
1573,CHITRAPUZHA AT IRUMPANAM,KERALA,28.00,1.70,6.60,769.00,3.40,1.11,556.00,1717.00,2012.00
2295,R CORAPUZHA AT KANAYANKODE,KERALA,26.00,6.10,7.50,14083.00,1.40,0.25,920.00,2686.00,2012.00
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,26.00,6.60,7.20,92.00,0.80,0.77,332.00,660.00,2012.00
2287,R ITHIKKARA AT ITHIKKARA,KERALA,25.00,6.60,7.20,1348.00,0.80,1.01,392.00,810.00,2012.00
1566,R KADALUNDI AT THIRURANGADY,KERALA,29.00,6.00,6.70,95.00,1.20,0.29,253.00,680.00,2012.00
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,29.00,6.60,6.80,78.00,1.00,0.20,275.00,626.00,2012.00
2337,KADAMBAYAR AT BRAHMAPURAM,KERALA,28.00,0.60,6.70,268.00,4.10,1.28,400.00,1308.00,2012.00
2338,KADAMBAYAR AT MANCKAKADAVU,KERALA,27.00,1.80,6.60,82.00,2.00,0.39,399.00,1410.00,2012.00
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR",KERALA,25.00,7.10,7.20,61.00,1.00,0.34,251.00,608.00,2012.00
2294,R KALLAI AT KALLAI BRIDGE,KERALA,26.00,3.90,7.60,30298.00,2.50,0.59,4830.00,7240.00,2012.00
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.00,6.60,8.00,310.00,1.10,0.54,517.00,783.00,2012.00
3458,KARAPUZHA DAM AT WAYANAD,KERALA,27.00,7.00,7.10,97.00,0.80,0.35,45.00,77.00,2012.00
1571,R KARINGODE AT KAKKADAVU,KERALA,29.00,7.30,7.00,51.00,0.70,0.18,65.00,258.00,2012.00
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,29.00,0.50,7.10,1717.00,21.20,4.41,3317.00,15833.00,2012.00
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,29.00,7.00,7.40,55.00,0.90,0.32,800.00,1400.00,2012.00
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,29.00,6.10,6.80,67.00,1.10,0.58,80.00,394.00,2012.00
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,27.00,7.00,6.70,61.00,1.30,0.28,168.00,248.00,2012.00
2291,KEECHERI AT VADAKKANCHERY BDG,KERALA,30.00,5.20,6.90,81.00,1.50,0.37,71.00,465.00,2012.00
2326,R KORAYAR AT KANJIKODE,KERALA,27.00,6.10,8.00,510.00,1.10,0.72,784.00,1572.00,2012.00
1569,R KUPPAM AT THALIPARAMBA,KERALA,27.00,6.50,6.90,12150.00,1.80,0.52,711.00,1481.00,2012.00
2298,R KUPPAM AT RAYAROM,KERALA,25.00,7.90,7.20,50.00,1.10,0.30,319.00,845.00,2012.00
1567,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA,25.00,7.50,6.90,34.00,0.90,0.14,110.00,256.00,2012.00
1568,"R MAHE AT VALAYAM, KERALA",KERALA,26.00,7.00,7.40,72.00,1.00,0.38,496.00,897.00,2012.00
2285,R MAMOM AT MAMOM BRIDGE,KERALA,29.00,7.30,7.30,99.00,0.90,0.23,1088.00,1788.00,2012.00
1340,MANIMALA  AT KALLOOPARA,KERALA,27.00,7.50,6.90,125.00,1.60,0.45,970.00,1400.00,2012.00
1384,MANIMALA AT THONDRA,KERALA,27.00,6.80,6.90,116.00,1.70,0.40,825.00,1260.00,2012.00
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,27.00,5.80,7.30,107.00,0.90,0.88,232.00,343.00,2012.00
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28.00,7.10,7.20,85.00,0.80,0.31,67.00,184.00,2012.00
1339,MEENACHIL AT KIDANGOOR,KERALA,26.00,6.80,7.10,58.00,0.70,0.46,2010.00,3460.00,2012.00
2304,R MOGRAL AT MOGRAL BR.,KERALA,29.00,5.70,7.30,13197.00,1.50,0.35,46.00,144.00,2012.00
43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,27.00,6.70,7.10,58.00,1.20,0.39,964.00,1739.00,2012.00
2302,NEELASWARAM AT NAMBIARKAL ,KERALA,28.00,7.00,6.90,3453.00,0.90,0.17,56.00,278.00,2012.00
1570,R NEELESWARAM AT HOSDURG,KERALA,29.00,6.50,7.00,14369.00,1.30,0.27,63.00,175.00,2012.00
1563,R NEYYAR AT AMARAVILA,KERALA,28.00,6.60,7.30,70.00,1.40,0.39,838.00,1875.00,2012.00
2284,R NEYYAR AT ARUVIPURAM,KERALA,29.00,7.00,7.30,60.00,0.80,0.18,631.00,1813.00,2012.00
2288,R PALLICKAL AT NELLIMUKAL,KERALA,26.00,6.30,7.20,97.00,0.80,0.56,357.00,880.00,2012.00
1156,PAMBA AT CHENGANNUR,KERALA,28.00,6.00,7.00,63.00,1.10,1.04,243.00,493.00,2012.00
1341,PAMBA AT THAKAZHY,KERALA,28.00,4.40,7.10,113.00,1.50,1.17,358.00,722.00,2012.00
1565,PAMBA DOWN,KERALA,28.00,4.50,7.20,79.00,1.00,1.04,279.00,537.00,2012.00
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,28.00,5.10,6.90,1789.00,2.10,0.68,408.00,1946.00,2012.00
18,PERIYAR AT KALADY,KERALA,27.00,7.50,7.20,36.00,1.10,0.27,282.00,1134.00,2012.00
1338,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA,28.00,6.80,7.00,59.00,1.30,0.32,648.00,2267.00,2012.00
2333,PERIYAR AT MUPPATHADAM,KERALA,28.00,6.80,6.90,114.00,1.40,0.23,388.00,1785.00,2012.00
2334,RIVER PERIYAR AT PATHALAM,KERALA,28.00,5.90,6.80,1108.00,2.20,0.62,386.00,1520.00,2012.00
2335,R PERIYAR AT KALAMASSERY,KERALA,28.00,4.90,6.70,88.00,2.20,0.28,480.00,2200.00,2012.00
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.00,6.80,6.90,1686.00,1.40,0.25,236.00,1223.00,2012.00
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,28.00,7.10,6.90,45.00,1.20,0.29,451.00,1636.00,2012.00
2300,PERUVAMBA AT CHANDAPPURA,KERALA,26.00,6.90,6.60,56.00,1.10,0.30,177.00,542.00,2012.00
2303,R PULLUR AT PULLUR BR.,KERALA,28.00,6.50,6.30,49.00,1.00,0.22,87.00,323.00,2012.00
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.00,4.90,6.60,169.00,2.10,0.76,250.00,1241.00,2012.00
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.00,4.20,6.50,19575.00,1.40,0.39,210.00,528.00,2012.00
2305,R SHRIYA AT ANGADIMOGARU,KERALA,28.00,6.90,7.10,63.00,0.90,0.16,152.00,336.00,2012.00
2296,THALLASSERY AT PATHIPPALAM,KERALA,26.00,6.60,6.70,69.00,0.80,0.38,185.00,464.00,2012.00
2292,THIRUR AT THALAKKADATHUR BDG,KERALA,29.00,4.50,6.60,6381.00,2.10,0.34,196.00,435.00,2012.00
2306,R UPPALA AT  UPPALA BR.,KERALA,29.00,6.20,7.20,9326.00,1.30,0.22,61.00,141.00,2012.00
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,27.00,6.60,7.10,15158.00,1.10,0.26,126.00,810.00,2012.00
1442,VAMANAPURAM,KERALA,29.00,6.30,7.30,74.00,1.20,0.29,725.00,1813.00,2012.00
1448,NAGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH,27.00,6.00,7.60,429.00,1.10,1.10,3.00,362.00,2012.00
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,27.00,6.00,7.80,308.00,1.10,1.47,3.00,343.00,2012.00
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,20.00,5.80,7.40,505.00,0.60,0.73,4.00,1517.00,2012.00
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,24.00,6.10,7.50,465.00,0.50,0.34,4.00,1458.00,2012.00
1444,KALI AT D/S WEST COAST PAPER MILL,KARNATAKA,28.00,6.40,7.10,183.00,2.30,0.62,209.00,398.00,2012.00
2780,"KALI AT U/S OF WCPM, DANDELI",KARNATAKA,27.00,7.10,7.40,135.00,1.90,0.72,419.00,995.00,2012.00
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,KARNATAKA,32.00,6.70,7.20,103.00,1.00, ,11.00,70.00,2012.00
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,30.00,6.80,7.10,106.00,1.00, ,13.00,137.00,2012.00
2423,"BUDHABALANGA, D/S OF BARIPADA",ORISSA,22.00,7.80,7.90,213.00,1.50,0.35,7742.00,15083.00,2012.00
2424,BUDHABALANGA AT BALASORE D/S,ORISSA,22.00,7.70,8.10,312.00,2.00,0.75,12675.00,32017.00,2012.00
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,24.00,6.90,7.60,99.00,1.60,1.39,3066.00,5395.00,2012.00
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,27.00,7.30,8.00,230.00,1.60,0.69,2346.00,4348.00,2012.00
1642,NAGAVALLI AT JAYKAYPUR D/S,ORISSA,26.00,6.80,8.10,264.00,2.60,1.16,2428.00,5142.00,2012.00
1643,NAGAVALLI AT RAYAGADA D/S,ORISSA,25.00,7.20,8.10,272.00,3.10,1.46,2196.00,4586.00,2012.00
1455,RUSHIKULYA AT GANJAM U/S,ORISSA,28.00,8.00,8.30,312.00,1.40,0.73,1618.00,4319.00,2012.00
1456,RUSHIKULYA AT GANJAM D/S,ORISSA,29.00,8.20,8.00,19595.00,2.00,0.94,624.00,1116.00,2012.00
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,26.00,7.00,8.00,199.00,1.80,1.11,1503.00,3573.00,2012.00
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,28.00,7.20,8.10,201.00,1.60,0.36,1239.00,2324.00,2012.00
1685,ARASALAR RIVER KARAIKAL REGION,PONDICHERRY,31.00,6.80,7.80,505.00,2.10,0.02, , ,2012.00
2444,CORINGA RIVER,PONDICHERRY,25.00,6.50,7.90,11170.00,3.00,0.30, , ,2012.00
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25.00,6.90,7.40,4990.00,3.00,0.37, , ,2012.00
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25.00,6.80,8.10,1516.00, ,0.28, , ,2012.00
2445,MAHE RIVER,PONDICHERRY,26.00,6.00,7.30,44600.00, ,0.23, , ,2012.00
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,27.00,6.80,7.50,890.00,2.10,0.51,274.00,589.00,2012.00
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMILNADU,23.00,7.30,7.60,160.00,1.90,0.06,32.00,89.00,2012.00
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNADU,25.00,7.00,7.70,111.00,2.20,0.08,53.00,131.00,2012.00
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNADU,26.00,6.70,7.70,139.00,3.10,0.22,123.00,300.00,2012.00
1162,TAMBIRAPARANI AT MURAPPANADU,TAMILNADU,29.00,7.20,7.20,288.00,2.10,0.14,33.00,91.00,2012.00
1328,TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU,24.00,7.00,7.10,95.00,1.90,0.08,47.00,118.00,2012.00
1329,TAMBIRAPARANI AT RAIL BDG. ,TAMILNADU,24.00,7.00,7.50,84.00,1.70,0.06,32.00,87.00,2012.00
1330,TAMBIRAPARANI AT ARUMUGANERI,TAMILNADU,29.00,7.40,7.00,3101.00,15.60,0.15,76.00,174.00,2012.00
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNADU,29.00,7.20,7.30,510.00,2.90,0.08,46.00,123.00,2012.00
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNADU,24.00,7.10,7.40,88.00,1.80,0.07,34.00,90.00,2012.00
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMILNADU,29.00,7.20,6.90,338.00,3.80,0.07,44.00,104.00,2012.00
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNADU,26.00,6.70,7.60,162.00,3.30,0.16,90.00,249.00,2012.00
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNADU,27.00,6.70,7.60,182.00,4.10,0.15,92.00,251.00,2012.00
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT",TAMILNADU,32.00,0.20,7.20,2219.00,185.80,1.75,180000000.00,300000000.00,2012.00
1885,GHAGGAR AT D/S OF SURAJPUR,HARYANA, ,6.80,8.00,414.00,3.10,0.88, , ,2012.00
1023,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB,21.00,5.50,7.40,635.00,8.80,5.08,1400.00,5500.00,2012.00
1024,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB,24.00,5.50,7.40,1051.00,25.00,6.80,32000.00,63000.00,2012.00
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB,21.00,5.30,7.30,636.00,9.90,5.00,2150.00,10000.00,2012.00
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",PUNJAB,24.00,5.10,7.40,993.00,21.90,6.63,36250.00,57750.00,2012.00
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,21.00,5.30,7.50,632.00,13.50,5.08,20000.00,34750.00,2012.00
1699,GHAGGAR AT U/S DHAKANSU NALLAH,PUNJAB,18.00,4.90,7.40,973.00,17.50,4.77,22000.00,40667.00,2012.00
1700,GHAGGAR AT D/S DHAKANSU NALLAH,PUNJAB,22.00,4.30,7.50,1156.00,24.50,7.65,33750.00,65000.00,2012.00
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,22.00,4.80,7.40,904.00,26.00,8.60,31750.00,55000.00,2012.00
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,21.00,5.10,7.40,1110.00,16.00,14.85,3475.00,12000.00,2012.00
1703,GHAGGAR AT MOONAK,PUNJAB,24.00,5.30,7.40,1290.00,26.90,8.10,36250.00,66250.00,2012.00
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,22.00,4.90,7.40,990.00,27.80,6.78,19000.00,40500.00,2012.00
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,22.00,5.20,7.40,914.00,20.50,6.18,14750.00,29500.00,2012.00
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD",HARYANA, ,6.40,7.90,1808.00,21.00,5.90, , ,2012.00
1026,GHAGGAR GHNAN2 AT CHANDARPUR ,HARYANA, ,6.60,7.80,1302.00,18.00, , , ,2012.00
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL ,HARYANA, ,6.40,8.00,1286.00,19.50, , , ,2012.00
1718,GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629,RAJASTHAN,33.00,4.80,7.50,280.00,2.40,0.72,3.00,4.00,2012.00
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH,20.00,7.70,7.40,344.00,1.20,0.37,9.00,19.00,2012.00
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,20.00,7.30,7.00,310.00,1.40,0.38,13.00,22.00,2012.00
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,20.00,7.10,7.70,303.00,1.50,0.34,13.00,23.00,2012.00
1884,KALA AMB D/S MARKANDA RIVER,HARYANA,20.00,3.30,7.50,1630.00,185.00,1.75, , ,2012.00
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN",HIMACHAL PRADESH,18.00,6.20,7.50,788.00,41.50,4.08,105.00,235.00,2012.00
2947,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN,24.00,6.00,8.30,468.00,1.40,0.43,5.00,16.00,2012.00
1717,"KODRA DAM, MOUNT ABU",RAJASTHAN,19.00,5.90,7.30,234.00,1.50,0.36,4.00,12.00,2012.00
2948,"BANDI AT HEMAWAS DAM, PAL",RAJASTHAN,23.00,6.40,8.00,527.00,1.20,0.35,5.00,21.00,2012.00
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI",RAJASTHAN,24.00,5.90,7.90,796.00,1.50,0.48,4.00,14.00,2012.00
3305,"BANJAR AT MALANJKHAND NR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,23.00,7.30,7.40,388.00,2.10,0.58, ,46.00,2012.00
2869,BARAK RIVER AT SENAPATI DISTT,MANIPUR,28.00,8.50,7.50,166.00,2.70,NAN,NAN,31.00,2012.00
2838,"BARAK RIVER NR NONEY VILL., TAMENGLONG",MANIPUR,29.00,8.90,7.00,125.00,1.90,NAN,NAN,45.00,2012.00
2868,"CHAKPIAT CHAKPIKARONG, CHANDEL",MANIPUR,30.00,8.00,7.80,144.00,2.10,NAN,NAN,51.00,2012.00
1424,IMPHAL AT MAHABALI,MANIPUR,30.00,7.50,7.70,87.00,1.20,NAN,NAN,54.00,2012.00
1457,IMPHAL AT KOIRENGEI,MANIPUR,28.00,8.50,7.60,84.00,2.00,NAN,NAN,16.00,2012.00
1627,IMPHAL AT KYAMGEI,MANIPUR,29.00,8.40,7.50,103.00,1.90,NAN,NAN,75.00,2012.00
1628,IMPHAL AT MINUTHONG,MANIPUR,30.00,8.70,7.20,117.00,3.20,NAN,NAN,52.00,2012.00
2861,"IMPHAL AT KANGLA MOAT, IMPHAL WEST",MANIPUR,29.00,6.50,7.70,287.00,8.20,NAN,NAN,114.00,2012.00
2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,28.00,8.60,7.50,130.00,4.60,NAN,NAN,39.00,2012.00
2864,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,28.00,8.90,7.50,109.00,1.20,NAN,NAN,33.00,2012.00
2874,IRANG RIVER AT TAMENGLONG ,MANIPUR,30.00,9.80,8.40,246.00,1.20,NAN,NAN,10.00,2012.00
1458,IRIL AT PORAMPET,MANIPUR,28.00,7.60,7.50,147.00,1.30,NAN,NAN,30.00,2012.00
1624,IRIL AT LILONG,MANIPUR,29.00,8.70,7.60,202.00,1.20,NAN,NAN,60.00,2012.00
2863,"IRIL AT KANGLA SIPHAI, IMPHAL EAST",MANIPUR,28.00,8.40,7.40,177.00,2.40,NAN,NAN,48.00,2012.00
2873,"IRIL RIVER AT LILONG, UKHRUL",MANIPUR,29.00,8.70,7.60,203.00,2.50,NAN,NAN,59.00,2012.00
2865,"JIRI RIVER AT JIRIMUKH JIRIBAM, IMPHAL EAST",MANIPUR,32.00,8.20,7.40,120.00,1.90,NAN,NAN,46.00,2012.00
2866,"JIRI RIVER AT JIRI, IMPHAL EAST",MANIPUR,32.00,8.00,7.20,110.00,1.40,NAN,NAN,80.00,2012.00
1925,KHUGA RIVER (CHURACHANDPUR),MANIPUR,30.00,8.40,7.60,213.00,1.50,NAN,NAN,20.00,2012.00
2877,"KHUGA DAM ON KHUGA R, CHURACHANDPUR",MANIPUR,29.00,9.40,7.80,174.00,1.00,NAN,NAN,16.00,2012.00
1926,"KHUJAIROK, MOREH (CHANDEL)",MANIPUR,31.00,8.10,8.00,244.00,2.40,NAN,NAN,73.00,2012.00
2878,LOKCHAO RIVER AT BISHNUPUR,MANIPUR,29.00,8.10,8.00,162.00,1.80,NAN,NAN,26.00,2012.00
2867,MAHA RIVER AT CHANDEL,MANIPUR,30.00,8.70,7.60,163.00,2.60,NAN,NAN,24.00,2012.00
2852,"MANIPUR AT SEKMAIJAN, THOUBAL",MANIPUR,29.00,8.70,7.60,143.00,1.90,NAN,NAN,58.00,2012.00
2857,MANIPUR RIVER AT THOUBAL,MANIPUR,30.00,9.20,7.60,208.00,1.90,NAN,NAN,30.00,2012.00
2879,ETHAI BARRAGE ON MANIPUR R AT BISHNUPUR,MANIPUR,29.00,8.30,7.70,158.00,2.00,NAN,NAN,48.00,2012.00
1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,29.00,5.90,7.10,338.00,6.60,NAN,NAN,522.00,2012.00
1626,NAMBUL AT HEIRANGOITHONG,MANIPUR,30.00,4.30,7.40,269.00,12.30,NAN,NAN,412.00,2012.00
2858,"NAMBUL RIVER AT SAMUSANG,IMPHAL WEST",MANIPUR,29.00,8.20,7.10,109.00,3.30,NAN,NAN,12.00,2012.00
2859,"SINGDA DAM AT NAMBUL, IMPHAL WEST",MANIPUR,28.00,11.10,7.60,131.00,3.60,NAN,NAN,32.00,2012.00
2860,"NAMBUL AT NAOREMTHONG, IMPHAL WEST",MANIPUR,29.00,7.40,7.10,116.00,2.70,NAN,NAN,55.00,2012.00
2880,NAMBUL RIVER AT BISHNUPUR,MANIPUR,28.00,8.20,7.60,112.00,2.10,NAN,NAN,31.00,2012.00
1927,"SEKMAI R, KAKCHING (THOUBAL)",MANIPUR,29.00,8.50,7.50,169.00,3.60,NAN,NAN,41.00,2012.00
2853,"MAPITHEL DAM ON THOUBAL, THOUBAL",MANIPUR,28.00,11.40,7.20,128.00,1.00,NAN,NAN,20.00,2012.00
2854,"THOUBAL R AT PHADOM, THOUBAL",MANIPUR,29.00,8.90,7.60,221.00,1.70,NAN,NAN,30.00,2012.00
2856,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",MANIPUR,30.00,9.30,7.60,193.00,2.30,NAN,NAN,41.00,2012.00
2870,"THOUBAL  AT SHONG KONG, UKHRUL",MANIPUR,28.00,9.10,7.30,217.00,3.90,NAN,NAN,67.00,2012.00
2871,"THOUBAL  AT YONGUL KONG, UKHRUL",MANIPUR,28.00,7.90,7.30,131.00,0.80,NAN,NAN,38.00,2012.00
2872,"THOUBAL AT LITAN, UKHRUL",MANIPUR,29.00,8.70,7.40,176.00,2.20,NAN,NAN,36.00,2012.00
2855,"WANGJING AT HEIROK, THOUBAL",MANIPUR,30.00,8.10,7.30,199.00,2.20,NAN,NAN,56.00,2012.00
2876,"WANGJING RIVER AT WANGJING, THOUBAL",MANIPUR,30.00,8.20,7.40,170.00,2.20,NAN,NAN,39.00,2012.00
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.00,7.70,7.20,95.00,1.80,2.67,22.00,50.00,2012.00
3384,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA,25.00,7.60,7.20,92.00,2.50,2.41,20.00,45.00,2012.00
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.00,9.90,7.20,65.00,1.50,2.31,21.00,55.00,2012.00
1632,GANOL RIVER TURA,MEGHALAYA,24.00,7.60,7.40,93.00,2.10,2.89,276.00,408.00,2012.00
1428,"KYRHUKHLA NR SUTNGA KHLIERIAT,JAINTIA HILLS ",MEGHALAYA,22.00,5.50,2.90,568.00,6.80,1.12,18.00,33.00,2012.00
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,16.00,7.60,7.00,42.00,1.30,3.01,11.00,27.00,2012.00
3370,"KYNSHI  AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,17.00,7.70,7.10,45.00,1.40,2.89,9.00,22.00,2012.00
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23.00,8.30,7.00,59.00,1.70,2.86,16.00,33.00,2012.00
3375,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR),MEGHALAYA,25.00,6.90,2.60,1072.00,3.20,1.17,3.00,21.00,2012.00
3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,25.00,7.70,6.30,250.00,2.10,3.88,180.00,326.00,2012.00
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,25.00,8.80,7.30,37.00,1.50,1.62,15.00,35.00,2012.00
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.00,7.30,7.30,72.00,2.00,1.65,17.00,36.00,2012.00
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20.00,7.50,7.00,38.00,1.70,2.20,18.00,40.00,2012.00
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,22.00,7.80,7.10,44.00,1.60,2.62,15.00,33.00,2012.00
1631,MYNTDU RIVER JOWAI,MEGHALAYA,20.00,7.00,7.00,100.00,2.40,3.03,1967.00,2600.00,2012.00
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.00,7.50,6.30,52.00,1.70,0.82,7.00,21.00,2012.00
